EmployeeNumber;StandardHours;Typeofcontract;Age;Gender;MaritalStatus;Education;EducationField;BusinessTravel;DistanceFromHome;Department;JobLevel;JobRole;Salaryineuros;PensionPlan;OverTime;PerformanceRating;PercentageSalaryincrease;TalentStatus;Sicknessdays;NumCompaniesWorked;TotalWorkingYears;TrainingTimes;WorkLifeBalance;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager;YearsInCurrentRoleCat;RecruitmentCosts;EnvironmentSatisfaction;ManagerSatisfaction;JobInvolvement;JobSatisfaction;JobSatisfactionCont;Flightrisklikelihoodin2021;Leftthecompanyin2022;OverTimeVal;PensionPlanVal;TalentStatusVal;JobRoleVal;BusinessTravelVal;EducationFieldVal;MaritalStatusVal;GenderVal;TypeOfContractVal;DepartmentValt;EducationVal
EMPLID006805;40;Permanent;30;Female;Divorced;BsC;Business Administration;Travel_Frequently;3;Local Branch;1;Financial Advisor;24996;Yes;No;4;20;Contributor B;0;1;11;2;3;11;10;0;0; ;500;3;3;3;3;71;16;0;0;1;3;5;3;5;2;1;1;3;2
EMPLID006825;40;Permanent;53;Female;Single;High school diploma;Business Administration;Travel_Rarely;1;Local Branch;2;Branch Representative;100572;Yes;No;4;20;Contributor A;7;7;18;2;4;14;1;8;10; ;9051;4;4;3;4;96;25;0;0;1;1;1;1;5;3;1;1;3;4
EMPLID006835;40;Permanent;34;Male;Married;PhD;Finance & Economics;Travel_Rarely;1;Local Branch;1;Financial Advisor;32292;Yes;No;2;12;Contributor B;7;1;10;4;2;10;1;8;8; ;1292;2;4;3;2;50;42;0;0;1;3;5;1;1;1;2;1;3;5
EMPLID006845;40;Permanent;45;Female;Married;MsC;Finance & Economics;Travel_Frequently;26;Local Branch;2;Branch Representative;51432;Yes;No;1;14;Rising Star;5;2;17;4;3;13;12;0;0; ;4115;1;4;3;1;3;94;1;0;1;4;1;3;1;1;1;1;3;1
EMPLID006865;40;Permanent;26;Female;Married;BsC;Finance & Economics;Travel_Rarely;6;Local Branch;1;Call center agent;31908;Yes;Yes;3;13;Contributor B;7;1;7;2;3;7;6;0;2; ;1276;3;3;3;4;96;7;0;1;1;3;2;1;1;1;1;1;3;2
EMPLID006895;40;Permanent;37;Male;Married;BsC;Other;Travel_Rarely;3;Head office;3;Marketeer;113208;Yes;No;3;15;Contributor B;5;1;10;2;3;10;2;7;8; ;11321;3;3;3;3;54;18;0;0;1;3;3;1;2;1;2;1;2;2
EMPLID006905;40;Temporary;29;Female;Married;Associate's degree;Business Administration;Travel_Rarely;3;Local Branch;2;Branch Representative;66732;Yes;No;2;14;Contributor B;3;1;12;5;2;12;11;1;2; ;5339;2;1;3;2;32;0;0;0;1;3;1;1;5;1;1;2;3;3
EMPLID006915;40;Temporary;35;Male;Single;MsC;Finance & Economics;Travel_Rarely;6;Local Branch;2;Financial Advisor;79752;Yes;No;1;13;Contributor A;2;1;17;3;3;17;9;11;8; ;5583;2;2;1;2;43;48;0;0;1;1;5;1;1;3;2;2;3;1
EMPLID006925;40;Temporary;33;Male;Divorced;BsC;Finance & Economics;Travel_Frequently;6;Head office;2;IT developer;92700;Yes;No;4;23;Contributor B;7;3;15;2;1;13;8;4;7; ;3708;3;3;3;2;37;4;0;0;1;3;4;3;1;2;2;2;2;2
EMPLID006985;40;Temporary;54;Male;Married;MsC;Business Administration;Travel_Rarely;19;Head office;3;Human Resources;128700;Yes;No;1;15;Contributor B;5;2;16;1;4;9;2;7;1; ;12870;3;3;3;3;67;16;0;0;1;3;9;1;5;1;2;2;2;1
EMPLID006995;40;Temporary;36;Male;Divorced;Associate's degree;Business Administration;Travel_Rarely;9;Head office;2;Marketeer;106164;Yes;Yes;2;11;Contributor B;5;2;18;2;3;8;7;0;2; ;5308;2;3;2;3;70;48;0;1;1;3;3;1;5;2;2;2;2;3
EMPLID007005;40;Permanent;27;Male;Single;MsC;Business Administration;Travel_Rarely;3;Local Branch;1;Financial Advisor;24540;Yes;No;3;13;Contributor A;11;0;16;0;3;15;14;1;1; ;736;1;4;2;3;75;34;0;0;1;1;5;1;5;3;2;1;3;1
EMPLID007015;40;Permanent;20;Male;Single;High school diploma;Business Administration;Travel_Rarely;10;Local Branch;1;Financial Advisor;12108;Yes;Yes;1;11;Contributor A;5;1;10;5;3;10;9;1;1; ;484;4;4;3;2;37;71;1;1;1;1;5;1;5;3;2;1;3;4
EMPLID007025;40;Permanent;33;Male;Single;BsC;Finance & Economics;Travel_Frequently;3;Local Branch;1;Financial Advisor;40176;Yes;Yes;3;11;Contributor A;4;1;12;3;3;12;11;9;7; ;0;1;1;3;1;25;74;1;1;1;1;5;3;1;3;2;1;3;2
EMPLID007045;40;Permanent;35;Male;Married;BsC;Finance & Economics;Non-Travel;3;Local Branch;1;Call center agent;15372;Yes;No;2;18;Rising Star;11;1;7;3;3;7;6;0;0; ;154;3;3;2;2;37;35;0;0;1;4;2;2;1;1;2;1;3;2
EMPLID007055;40;Permanent;23;Male;Married;BsC;Business Administration;Travel_Rarely;4;Local Branch;1;Financial Advisor;33828;Yes;No;3;16;Contributor B;5;2;12;3;4;10;9;0;2; ;1353;1;1;4;4;97;38;0;0;1;3;5;1;5;1;2;1;3;2
EMPLID007075;40;Permanent;25;Male;Married;BsC;Finance & Economics;Travel_Rarely;8;Local Branch;2;Branch Representative;58212;Yes;No;4;22;Contributor B;9;0;10;4;3;9;8;1;2; ;4075;4;3;4;4;89;8;0;0;1;3;1;1;1;1;2;1;3;2
EMPLID007095;40;Permanent;38;Female;Single;MsC;Marketing & Sales;Travel_Rarely;7;Local Branch;2;Branch Representative;48336;Yes;No;4;20;Contributor A;5;0;13;2;3;12;11;0;5; ;4350;4;1;2;4;91;17;0;0;1;1;1;1;3;3;1;1;3;1
EMPLID007105;40;Permanent;29;Male;Divorced;MsC;Finance & Economics;Travel_Frequently;1;Local Branch;1;Financial Advisor;32640;Yes;No;3;18;Contributor B;5;1;10;5;3;10;5;2;8; ;979;2;4;1;4;93;5;0;0;1;3;5;3;1;2;2;1;3;1
EMPLID007125;40;Temporary;48;Male;Married;High school diploma;Marketing & Sales;Travel_Rarely;2;Local Branch;2;Branch Representative;97440;Yes;No;2;12;Contributor A;7;3;17;3;3;7;6;2;2; ;5846;2;4;4;2;34;37;0;0;1;1;1;1;3;1;2;2;3;4
EMPLID007145;40;Temporary;27;Female;Divorced;High school diploma;Business Administration;Travel_Frequently;3;Local Branch;2;Branch Representative;55764;Yes;Yes;4;20;Rising Star;5;1;6;3;3;6;1;0;4; ;3346;4;2;4;3;63;47;0;1;1;4;1;3;5;2;1;2;3;4
EMPLID007155;40;Permanent;37;Male;Single;Associate's degree;Finance & Economics;Travel_Rarely;10;Local Branch;1;Financial Advisor;56160;Yes;No;3;17;Contributor A;4;3;4;2;3;1;1;0;0; ;2246;4;1;4;3;66;8;0;0;1;1;5;1;1;3;2;1;3;3
EMPLID007165;40;Permanent;50;Male;Married;High school diploma;Business Administration;Travel_Rarely;28;Local Branch;1;Call center agent;38652;Yes;Yes;2;11;Key Talent;9;1;20;3;3;20;7;3;8; ;387;4;3;4;3;72;46;0;1;1;2;2;1;5;1;2;1;3;4
EMPLID007175;40;Permanent;34;Female;Single;BsC;Business Administration;Travel_Rarely;9;Head office;3;IT developer;103452;Yes;No;3;14;Contributor A;5;1;9;3;4;8;2;7;7; ;9311;4;2;2;2;36;44;0;0;1;1;4;1;5;3;1;1;2;2
EMPLID007205;40;Permanent;24;Female;Single;Associate's degree;Finance & Economics;Travel_Rarely;3;Local Branch;2;Branch Representative;54924;Yes;No;1;14;Contributor A;3;9;18;3;3;16;15;2;0; ;4943;1;1;3;1;23;51;1;0;1;1;1;1;1;3;1;1;3;3
EMPLID007215;40;Permanent;39;Female;Single;MsC;IT & Operations;Travel_Rarely;2;Head office;2;IT developer;54636;Yes;No;1;11;Contributor A;9;1;20;4;3;20;4;11;10; ;3278;4;1;2;4;79;23;0;0;1;1;4;1;4;3;1;1;2;1
EMPLID007225;40;Permanent;32;Male;Single;BsC;Marketing & Sales;Travel_Rarely;10;Local Branch;2;Branch Representative;64752;Yes;No;1;12;Contributor A;5;1;10;2;2;10;1;0;8; ;3885;4;4;3;4;94;40;0;0;1;1;1;1;3;3;2;1;3;2
EMPLID007235;40;Permanent;50;Male;Married;Associate's degree;IT & Operations;Travel_Frequently;8;Local Branch;2;Branch Representative;81552;Yes;Yes;2;14;Contributor B;8;3;18;4;3;4;1;1;3; ;4078;2;1;3;1;24;75;1;1;1;3;1;3;4;1;2;1;3;3
EMPLID007245;40;Permanent;38;Female;Single;MsC;Finance & Economics;Travel_Rarely;1;Head office;2;IT developer;91500;Yes;No;3;13;Contributor A;2;0;10;4;2;9;9;1;8; ;3660;2;3;4;1;24;2;0;0;1;1;4;1;1;3;1;1;2;1
EMPLID007255;40;Permanent;27;Female;Married;Associate's degree;Finance & Economics;Travel_Rarely;1;Head office;3;Marketeer;88944;Yes;No;2;11;Contributor A;2;1;18;3;3;18;17;0;7; ;8894;3;4;3;4;82;14;0;0;1;1;3;1;1;1;1;1;2;3
EMPLID007275;40;Temporary;32;Female;Single;Associate's degree;Finance & Economics;Travel_Rarely;3;Management;3;Branch Manager;133908;Yes;No;2;15;Contributor A;4;3;14;6;3;11;10;7;7; ;13391;3;4;3;4;75;16;0;0;1;1;7;1;1;3;1;2;1;3
EMPLID007285;40;Temporary;47;Male;Single;MsC;Marketing & Sales;Travel_Rarely;14;Local Branch;2;Branch Representative;59520;Yes;No;3;12;Contributor A;8;2;20;2;3;7;1;1;7; ;5357;4;4;3;3;73;27;0;0;1;1;1;1;3;3;2;2;3;1
EMPLID007295;40;Permanent;40;Male;Married;MsC;Finance & Economics;Travel_Frequently;5;Local Branch;3;Branch Representative;125700;Yes;Yes;4;21;Contributor B;7;5;20;2;3;18;9;1;12; ;12570;4;3;2;2;42;26;0;1;1;3;1;3;1;1;2;1;3;1
EMPLID007305;40;Permanent;53;Male;Married;BsC;Finance & Economics;Travel_Rarely;7;Management;4;Branch Manager;177768;Yes;No;3;19;Contributor A;5;3;44;3;3;17;16;1;3; ;24888;3;3;4;3;54;18;0;0;1;1;7;1;1;1;2;1;1;2
EMPLID007315;40;Permanent;41;Male;Divorced;MsC;Human Resources;Travel_Rarely;10;Management;5;Team Manager;229692;Yes;No;3;15;Key Talent;6;3;23;2;2;21;6;12;6; ;45938;2;2;2;2;26;25;0;0;1;2;8;1;9;2;2;1;1;1
EMPLID013905;40;Permanent;50;Male;Divorced;MsC;Finance & Economics;Non-Travel;2;Management;4;Team Manager;215088;Yes;No;1;11;Contributor B;6;1;31;3;3;31;6;14;7; ;32263;1;4;3;4;86;3;0;0;1;3;8;2;1;2;2;1;1;1
EMPLID013975;40;Temporary;36;Male;Single;BsC;IT & Operations;Travel_Rarely;3;Local Branch;2;Financial Advisor;53820;Yes;No;3;12;Contributor A;8;4;10;2;3;8;1;7;7; ;4844;3;4;3;3;60;30;0;0;1;1;5;1;4;3;2;2;3;2
EMPLID025100;40;Temporary;35;Male;Single;MsC;Marketing & Sales;Travel_Rarely;1;Local Branch;2;Branch Representative;51744;Yes;No;1;14;Contributor A;8;0;16;2;3;15;15;2;8; ;4657;3;2;2;3;70;26;0;0;1;1;1;1;3;3;2;2;3;1
EMPLID025101;40;Permanent;45;Male;Married;MsC;Other;Travel_Rarely;6;Management;3;Branch Manager;158940;Yes;Yes;3;14;Contributor A;6;4;21;3;4;4;3;0;0; ;15894;4;2;3;4;100;36;0;1;1;1;7;1;2;1;2;1;1;1
EMPLID025102;40;Permanent;37;Male;Single;MsC;Business Administration;Travel_Rarely;7;Management;3;Branch Manager;163968;Yes;No;2;13;Contributor A;3;4;16;3;4;5;1;0;2; ;18036;1;1;3;3;75;12;0;0;1;1;7;1;5;3;2;1;1;1
EMPLID025103;40;Temporary;46;Male;Divorced;Associate's degree;Business Administration;Travel_Rarely;5;Head office;2;Human Resources;60252;Yes;Yes;4;22;Contributor B;90;8;16;2;3;4;1;0;2; ;5423;2;4;3;3;75;7;0;1;1;3;9;1;5;2;2;2;2;3
EMPLID025104;40;Permanent;30;Male;Married;High school diploma;Finance & Economics;Travel_Rarely;1;Local Branch;2;Call center agent;61512;Yes;Yes;2;12;Rising Star;7;1;10;1;2;10;10;3;0; ;4921;4;3;2;4;76;26;0;1;1;4;2;1;1;1;2;1;3;4
EMPLID025105;40;Permanent;35;Male;Single;BsC;Business Administration;Travel_Rarely;1;Local Branch;1;Financial Advisor;34308;Yes;No;1;18;Contributor A;7;1;11;3;3;11;10;0;4; ;343;2;1;2;3;62;17;0;0;1;1;5;1;5;3;2;1;3;2
EMPLID025106;40;Permanent;55;Male;Married;Associate's degree;Finance & Economics;Travel_Rarely;1;Local Branch;3;Branch Representative;122868;Yes;No;3;14;Contributor B;4;3;28;4;3;5;4;1;0; ;9829;1;4;3;3;69;20;0;0;1;3;1;1;1;1;2;1;3;3
EMPLID025107;40;Permanent;38;Female;Divorced;BsC;Business Administration;Non-Travel;6;Local Branch;2;Financial Advisor;63948;Yes;Yes;2;12;Key Talent;6;7;17;3;3;13;1;1;9; ;5755;2;4;1;1;24;47;0;1;1;2;5;2;5;2;1;1;3;2
EMPLID025110;40;Permanent;34;Male;Married;Associate's degree;Business Administration;Travel_Rarely;1;Head office;2;Marketeer;51900;Yes;No;2;15;Contributor A;4;1;5;2;3;5;2;1;3; ;2076;1;3;3;4;79;13;0;0;1;1;3;1;5;1;2;1;2;3
EMPLID025112;40;Temporary;56;Male;Single;BsC;Finance & Economics;Travel_Rarely;7;Head office;3;Marketeer;87120;Yes;No;3;11;Contributor A;7;4;43;3;2;12;11;0;2; ;8712;4;1;1;4;76;30;0;0;1;1;3;1;1;3;2;2;2;2
EMPLID025113;40;Permanent;23;Male;Divorced;High school diploma;IT & Operations;Travel_Rarely;2;Head office;1;Office Support function;27864;Yes;No;2;13;Contributor B;34;3;13;3;3;10;9;0;0; ;836;3;3;3;3;53;14;0;0;1;3;6;1;4;2;2;1;2;4
EMPLID025116;40;Temporary;51;Male;Married;MsC;Finance & Economics;Travel_Rarely;9;Local Branch;1;Call center agent;24900;Yes;No;4;23;Rising Star;2;3;15;4;3;9;8;0;3; ;747;4;2;3;4;89;36;0;0;1;4;2;1;1;1;2;2;3;1
EMPLID025117;40;Permanent;30;Male;Married;BsC;IT & Operations;Travel_Rarely;2;Head office;2;IT developer;49824;Yes;No;2;19;Key Talent;6;1;11;3;3;11;9;10;8; ;2491;3;1;2;3;62;0;0;0;1;2;4;1;4;1;2;1;2;2
EMPLID025118;40;Permanent;46;Male;Single;Associate's degree;Business Administration;Travel_Rarely;9;Local Branch;3;Branch Representative;115428;Yes;No;2;16;Contributor A;5;1;12;3;3;12;11;4;7; ;11543;3;4;2;1;25;89;1;0;1;1;1;1;5;3;2;1;3;3
EMPLID025119;40;Permanent;40;Male;Married;MsC;IT & Operations;Travel_Frequently;1;Head office;4;IT developer;162036;Yes;No;4;22;Contributor B;4;1;22;3;2;22;3;11;11; ;21065;3;4;2;3;54;2;0;0;1;3;4;3;4;1;2;1;2;1
EMPLID025120;40;Temporary;51;Male;Single;MsC;Marketing & Sales;Travel_Rarely;21;Local Branch;2;Branch Representative;65292;Yes;Yes;4;22;Contributor A;4;0;13;2;1;12;11;1;0; ;3265;3;4;3;4;95;20;0;1;1;1;1;1;3;3;2;2;3;1
EMPLID025121;40;Permanent;30;Female;Divorced;Associate's degree;Business Administration;Travel_Rarely;4;Local Branch;2;Branch Representative;62508;Yes;Yes;2;12;Key Talent;7;1;11;4;2;11;1;2;7; ;5001;3;2;2;2;30;28;0;1;1;2;1;1;5;2;1;1;3;3
EMPLID025124;40;Permanent;46;Male;Married;BsC;IT & Operations;Travel_Frequently;1;Head office;3;IT developer;128076;Yes;Yes;3;13;Contributor B;6;2;21;5;2;10;9;9;5; ;15369;3;3;2;2;40;44;0;1;1;3;4;3;4;1;2;1;2;2
EMPLID025125;40;Permanent;32;Male;Single;MsC;Business Administration;Travel_Rarely;6;Local Branch;2;Branch Representative;60120;Yes;No;1;16;Contributor A;3;1;12;0;3;11;7;5;7; ;2405;2;1;3;4;90;10;0;0;1;1;1;1;5;3;2;1;3;1
EMPLID025126;40;Temporary;54;Female;Married;MsC;IT & Operations;Travel_Rarely;2;Management;3;Branch Manager;162588;Yes;No;2;12;Contributor B;7;9;23;5;1;11;10;0;3; ;16259;1;1;3;4;89;31;0;0;1;3;7;1;4;1;1;2;1;1
EMPLID025128;40;Permanent;24;Female;Married;Associate's degree;Other;Travel_Rarely;3;Local Branch;2;Branch Representative;59988;Yes;No;4;21;Contributor B;5;0;13;2;2;12;11;0;2; ;2999;1;1;3;3;57;33;0;0;1;3;1;1;2;1;1;1;3;3
EMPLID025129;40;Permanent;28;Male;Married;BsC;Business Administration;Non-Travel;4;Local Branch;2;Branch Representative;50652;Yes;No;2;15;Contributor A;10;1;12;3;4;12;11;0;4; ;4052;2;2;3;2;36;10;0;0;1;1;1;2;5;1;2;1;3;2
EMPLID02551;40;Permanent;36;Female;Married;MsC;Finance & Economics;Travel_Rarely;5;Local Branch;1;Financial Advisor;41028;Yes;Yes;3;14;Contributor B;7;9;17;3;4;12;11;0;0; ;0;2;4;2;1;21;50;0;1;1;3;5;1;1;1;1;1;3;1
EMPLID02552;40;Permanent;33;Female;Married;BsC;Finance & Economics;Travel_Frequently;1;Local Branch;2;Branch Representative;64512;Yes;No;1;19;Rising Star;4;2;10;3;3;5;1;1;3; ;4516;3;1;4;4;84;16;0;0;1;4;1;3;1;1;1;1;3;2
EMPLID02553;40;Permanent;35;Male;Divorced;Associate's degree;Other;Travel_Rarely;4;Local Branch;1;Call center agent;23412;Yes;No;3;12;Contributor B;21;1;12;3;3;12;11;0;0; ;468;3;3;3;3;71;38;0;0;1;3;2;1;2;2;2;1;3;3
EMPLID02554;40;Permanent;27;Female;Divorced;MsC;Finance & Economics;Travel_Rarely;2;Local Branch;1;Call center agent;28092;Yes;No;1;13;Contributor B;8;1;11;6;3;11;10;0;0; ;843;4;4;3;3;63;39;0;0;1;3;2;1;1;2;1;1;3;1
EMPLID02555;40;Temporary;26;Male;Single;BsC;Finance & Economics;Travel_Rarely;25;Local Branch;1;Call center agent;27516;Yes;No;2;12;Contributor A;7;1;15;2;2;15;14;0;1; ;275;1;3;1;1;21;63;1;0;1;1;2;1;1;3;2;2;3;2
EMPLID02556;40;Permanent;27;Male;Single;BsC;Finance & Economics;Travel_Frequently;8;Local Branch;3;Branch Representative;104712;Yes;No;3;15;Contributor A;8;1;9;0;3;9;1;1;7; ;9424;4;4;3;4;97;1;0;0;1;1;1;3;1;3;2;1;3;2
EMPLID02557;40;Permanent;30;Female;Single;Associate's degree;Business Administration;Travel_Frequently;1;Local Branch;2;Call center agent;48132;Yes;No;4;23;Contributor A;0;1;12;2;3;12;12;3;7; ;2407;3;4;3;3;68;34;0;0;1;1;2;3;5;3;1;1;3;3
EMPLID02558;40;Temporary;41;Female;Married;BsC;IT & Operations;Travel_Rarely;12;Management;5;Branch Manager;234540;Yes;No;2;12;Contributor A;8;1;23;0;3;22;9;15;8; ;37526;2;4;3;2;28;77;1;0;1;1;7;1;4;1;1;2;1;2
EMPLID02560;40;Permanent;34;Male;Single;MsC;Marketing & Sales;Non-Travel;23;Local Branch;2;Branch Representative;54816;Yes;No;4;20;Contributor A;6;0;12;2;3;11;10;8;7; ;2193;2;3;3;2;30;30;0;0;1;1;1;2;3;3;2;1;3;1
EMPLID02561;40;Temporary;37;Male;Married;Associate's degree;Finance & Economics;Travel_Rarely;19;Local Branch;1;Financial Advisor;36264;Yes;No;4;21;Contributor A;6;4;21;1;3;14;13;0;0; ;725;2;1;3;4;93;7;0;0;1;1;5;1;1;1;2;2;3;3
EMPLID02562;40;Temporary;46;Male;Single;MsC;Marketing & Sales;Travel_Frequently;5;Local Branch;2;Branch Representative;69264;Yes;Yes;4;21;Contributor A;2;4;14;4;3;9;5;0;8; ;6234;1;3;3;3;67;29;0;1;1;1;1;3;3;3;2;2;3;1
EMPLID02563;40;Permanent;35;Male;Married;High school diploma;Finance & Economics;Travel_Rarely;8;Local Branch;1;Call center agent;27228;Yes;No;2;19;Contributor A;7;1;10;2;3;10;9;0;1; ;817;4;4;4;3;75;27;0;0;1;1;2;1;1;1;2;1;3;4
EMPLID02564;40;Temporary;48;Male;Single;Associate's degree;Finance & Economics;Travel_Rarely;1;Local Branch;3;Call center agent;64572;Yes;Yes;3;13;Contributor A;6;9;40;2;3;18;17;0;0; ;6457;1;4;2;1;12;84;1;1;1;1;2;1;1;3;2;2;3;3
EMPLID02565;40;Permanent;28;Male;Single;MsC;IT & Operations;Travel_Rarely;5;Local Branch;1;Call center agent;41292;Yes;Yes;3;13;Contributor A;6;1;18;3;2;18;17;2;2; ;1652;3;3;3;1;24;57;1;1;1;1;2;1;4;3;2;1;3;1
EMPLID02568;40;Permanent;44;Female;Divorced;PhD;Marketing & Sales;Travel_Rarely;1;Local Branch;2;Branch Representative;65448;Yes;Yes;4;21;Contributor B;8;5;12;2;2;7;6;1;3; ;3272;2;3;3;4;85;42;0;1;1;3;1;1;3;2;1;1;3;5
EMPLID02570;40;Permanent;35;Male;Married;Associate's degree;Business Administration;Non-Travel;11;Head office;3;IT developer;118608;Yes;Yes;2;13;Contributor B;8;2;10;3;3;4;4;2;3; ;10675;3;3;2;4;100;31;0;1;1;3;4;2;5;1;2;1;2;3
EMPLID02572;40;Permanent;26;Female;Married;BsC;Marketing & Sales;Travel_Rarely;23;Local Branch;2;Branch Representative;49884;Yes;Yes;3;19;Contributor B;3;7;16;2;2;13;12;0;0; ;1995;3;3;2;3;59;6;0;1;1;3;1;1;3;1;1;1;3;2
EMPLID02573;40;Temporary;33;Female;Single;Associate's degree;Finance & Economics;Travel_Frequently;1;Management;3;Branch Manager;161496;Yes;Yes;2;12;Contributor A;10;1;15;1;3;15;13;8;12; ;17765;1;3;3;4;91;13;0;1;1;1;7;3;1;3;1;2;1;3
EMPLID02574;40;Temporary;35;Male;Married;PhD;Finance & Economics;Travel_Frequently;18;Local Branch;3;Branch Representative;108828;Yes;No;4;22;Contributor B;8;1;9;3;2;9;7;1;8; ;9795;2;4;3;4;85;13;0;0;1;3;1;3;1;1;2;2;3;5
EMPLID02575;40;Permanent;35;Female;Married;MsC;Business Administration;Travel_Rarely;23;Local Branch;1;Call center agent;48168;Yes;Yes;3;15;Contributor B;4;3;9;3;3;7;6;2;2; ;963;3;3;3;2;27;41;0;1;1;3;2;1;5;1;1;1;3;1
EMPLID02576;40;Permanent;31;Male;Divorced;MsC;Finance & Economics;Travel_Rarely;7;Local Branch;2;Call center agent;70980;Yes;No;4;22;Contributor B;8;3;10;3;2;7;6;1;7; ;4969;4;4;3;4;98;32;0;0;1;3;2;1;1;2;2;1;3;1
EMPLID02577;40;Permanent;37;Male;Divorced;MsC;Finance & Economics;Travel_Rarely;1;Head office;2;Marketeer;71916;Yes;No;1;18;Contributor B;5;1;7;2;4;7;7;0;7; ;6472;1;3;2;3;67;17;0;0;1;3;3;1;1;2;2;1;2;1
EMPLID02578;40;Permanent;32;Male;Married;BsC;Business Administration;Travel_Rarely;1;Head office;2;Marketeer;73944;Yes;Yes;4;22;Contributor B;2;1;9;3;3;9;9;7;8; ;3697;1;2;3;3;75;34;0;1;1;3;3;1;5;1;2;1;2;2
EMPLID02579;40;Permanent;38;Female;Single;PhD;Finance & Economics;Travel_Frequently;29;Local Branch;2;Call center agent;28872;Yes;No;3;11;Contributor A;2;1;13;2;3;13;12;9;9; ;2598;4;4;3;3;59;15;0;0;1;1;2;3;1;3;1;1;3;5
EMPLID02580;40;Temporary;50;Female;Divorced;Associate's degree;Business Administration;Travel_Rarely;7;Management;5;Branch Manager;224880;Yes;Yes;3;12;Contributor B;5;5;29;2;2;27;8;13;8; ;44976;2;4;2;2;32;1;0;1;1;3;7;1;5;2;1;2;1;3
EMPLID02581;40;Temporary;59;Female;Single;BsC;Finance & Economics;Travel_Rarely;25;Local Branch;3;Branch Representative;91644;Yes;No;1;11;Contributor A;4;7;28;3;2;21;5;7;9; ;10081;1;4;3;3;69;40;0;0;1;1;1;1;1;3;1;2;3;2
EMPLID02583;40;Temporary;36;Female;Divorced;BsC;IT & Operations;Travel_Rarely;8;Head office;3;IT developer;121152;Yes;No;3;13;Key Talent;12;1;17;2;3;17;7;12;8; ;13327;3;2;3;3;61;13;0;0;1;2;4;1;4;2;1;2;2;2
EMPLID02584;40;Temporary;55;Female;Divorced;BsC;Business Administration;Travel_Rarely;8;Management;4;Team Manager;177072;Yes;Yes;3;14;Key Talent;5;2;21;2;3;5;1;0;2; ;26561;4;3;3;2;34;24;0;1;1;2;8;1;5;2;1;2;1;2
EMPLID02585;40;Temporary;36;Male;Single;BsC;Finance & Economics;Travel_Frequently;11;Head office;2;Marketeer;77988;Yes;No;2;13;Contributor A;3;1;10;3;3;10;9;0;3; ;6239;2;3;2;4;92;24;0;0;1;1;3;3;1;3;2;2;2;2
EMPLID02586;40;Temporary;45;Male;Divorced;BsC;Finance & Economics;Travel_Rarely;7;Local Branch;3;Financial Advisor;116688;Yes;No;2;17;Contributor B;9;2;32;2;3;8;7;0;0; ;10502;2;3;3;3;61;6;0;0;1;3;5;1;1;2;2;2;3;2
EMPLID02588;40;Permanent;35;Male;Married;BsC;Business Administration;Travel_Frequently;1;Local Branch;1;Financial Advisor;26328;Yes;No;2;13;Contributor B;9;4;14;2;2;12;11;1;2; ;1053;2;4;3;4;100;41;0;0;1;3;5;3;5;1;2;1;3;2
EMPLID02590;40;Permanent;36;Male;Married;BsC;Business Administration;Travel_Rarely;9;Local Branch;1;Financial Advisor;40656;Yes;Yes;2;17;Contributor B;6;0;10;0;2;9;8;0;0; ;407;4;1;2;1;3;100;1;1;1;3;5;1;5;1;2;1;3;2
EMPLID02591;40;Permanent;59;Female;Single;High school diploma;Finance & Economics;Travel_Frequently;1;Local Branch;2;Branch Representative;65676;Yes;No;2;11;Contributor A;5;7;24;2;2;8;7;1;3; ;5911;1;4;2;3;64;7;0;0;1;1;1;3;1;3;1;1;3;4
EMPLID02594;40;Permanent;29;Male;Married;BsC;Finance & Economics;Travel_Rarely;2;Local Branch;1;Financial Advisor;32436;Yes;No;4;23;Contributor B;6;0;6;3;3;5;5;0;4; ;649;3;4;3;2;29;35;0;0;1;3;5;1;1;1;2;1;3;2
EMPLID02595;40;Permanent;31;Male;Single;MsC;Business Administration;Travel_Rarely;1;Local Branch;1;Financial Advisor;30012;Yes;No;2;17;Contributor A;6;1;11;4;3;11;10;1;0; ;0;3;2;3;3;50;6;0;0;1;1;5;1;5;3;2;1;3;1
EMPLID02596;40;Permanent;32;Male;Married;BsC;Finance & Economics;Travel_Rarely;1;Local Branch;2;Financial Advisor;74640;Yes;No;2;17;Rising Star;7;1;10;3;3;10;1;0;9; ;3732;2;2;3;3;51;24;0;0;1;4;5;1;1;1;2;1;3;2
EMPLID02597;40;Temporary;36;Female;Married;BsC;Finance & Economics;Travel_Rarely;6;Local Branch;1;Call center agent;36456;Yes;No;3;12;Contributor A;7;3;15;3;3;11;10;0;0; ;1094;2;2;4;3;57;1;0;0;1;1;2;1;1;1;1;2;3;2
EMPLID02598;40;Permanent;31;Female;Single;MsC;Finance & Economics;Travel_Rarely;8;Head office;2;Marketeer;53088;Yes;No;4;23;Contributor A;7;1;16;2;3;16;15;1;8; ;2654;3;4;3;4;83;11;0;0;1;1;3;1;1;3;1;1;2;1
EMPLID103825;40;Permanent;38;Female;Divorced;Associate's degree;Business Administration;Travel_Rarely;7;Local Branch;2;Branch Representative;67260;Yes;Yes;4;24;Contributor B;6;1;14;3;3;14;13;7;7; ;4036;1;3;4;3;73;23;0;1;1;3;1;1;5;2;1;1;3;3
